whonet_code,organism_name,snomed_code,kingdom,genus,species
HAC,Aggregatibacter actinomycetemcomitans,442680008,Bacteria,Aggregatibacter,actinomycetemcomitans
3244,Aggregatibacter aphrophilus,442683005,Bacteria,Aggregatibacter,aphrophilus
AGGAPH,Aggregatibacter aphrophilus,442683005,Bacteria,Aggregatibacter,aphrophilus
H.APH,Aggregatibacter aphrophilus,442683005,Bacteria,Aggregatibacter,aphrophilus
H.PARP,Aggregatibacter aphrophilus,442683005,Bacteria,Aggregatibacter,aphrophilus
HAEAPH,Aggregatibacter aphrophilus,442683005,Bacteria,Aggregatibacter,aphrophilus
HAEPAA,Aggregatibacter aphrophilus,442683005,Bacteria,Aggregatibacter,aphrophilus
HAEPRO,Aggregatibacter aphrophilus,442683005,Bacteria,Aggregatibacter,aphrophilus
HAP,Aggregatibacter aphrophilus,442683005,Bacteria,Aggregatibacter,aphrophilus
AGGSEG,Aggregatibacter segnis,442651004,Bacteria,Aggregatibacter,segnis
H.AGN,Aggregatibacter segnis,442651004,Bacteria,Aggregatibacter,segnis
H.SEG,Aggregatibacter segnis,442651004,Bacteria,Aggregatibacter,segnis
HAESEG,Aggregatibacter segnis,442651004,Bacteria,Aggregatibacter,segnis
HSE,Aggregatibacter segnis,442651004,Bacteria,Aggregatibacter,segnis
AGR,Agrobacterium,33436009,Bacteria,Agrobacterium,
AGR.SP,Agrobacterium,33436009,Bacteria,Agrobacterium,
AGRSPP,Agrobacterium,33436009,Bacteria,Agrobacterium,
4100,Alcaligenes,68571003,Bacteria,Alcaligenes,
ALC,Alcaligenes,68571003,Bacteria,Alcaligenes,
ALC.SP,Alcaligenes,68571003,Bacteria,Alcaligenes,
ALCSPP,Alcaligenes,68571003,Bacteria,Alcaligenes,
4101,Alcaligenes faecalis,25223004,Bacteria,Alcaligenes,faecalis
AFA,Alcaligenes faecalis,25223004,Bacteria,Alcaligenes,faecalis
ALCFAE,Alcaligenes faecalis,25223004,Bacteria,Alcaligenes,faecalis
9807,Alloiococcus,396453006,Bacteria,Alloiococcus,
ALO,Alloiococcus,396453006,Bacteria,Alloiococcus,
ALOSPP,Alloiococcus,396453006,Bacteria,Alloiococcus,
AOI,Alloiococcus otitis,396454000,Bacteria,Alloiococcus,otitis
ALL,Alloscardovia,429601004,Bacteria,Alloscardovia,
ALLSPP,Alloscardovia,429601004,Bacteria,Alloscardovia,
ALLOMN,Alloscardovia omnicolens,429317001,Bacteria,Alloscardovia,omnicolens
ALOOMN,Alloscardovia omnicolens,429317001,Bacteria,Alloscardovia,omnicolens
ALIFIN,Alistipes finegoldii,426378001,Bacteria,Alistipes,finegoldii
ALIOND,Alistipes onderdonkii,709673000,Bacteria,Alistipes,onderdonkii
BPU,Alistipes putredinis,426435007,Bacteria,Alistipes,putredinis
ALM,Alteromonas,425811001,Bacteria,Alteromonas,
ALMSPP,Alteromonas,425811001,Bacteria,Alteromonas,
AII,Aliivibrio,440487005,Bacteria,Aliivibrio,
ALY,Alysiella,55181006,Bacteria,Alysiella,
ALYSPP,Alysiella,55181006,Bacteria,Alysiella,
9805,Actinomadura,41571004,Bacteria,Actinomadura,
ACM,Actinomadura,41571004,Bacteria,Actinomadura,
ACM.SP,Actinomadura,41571004,Bacteria,Actinomadura,
ACMSPP,Actinomadura,41571004,Bacteria,Actinomadura,
A.LAT,Actinomadura latina,113402007,Bacteria,Actinomadura,latina
A.MAD,Actinomadura madurae,90285002,Bacteria,Actinomadura,madurae
AMU,Actinomadura madurae,90285002,Bacteria,Actinomadura,madurae
A.PEL,Actinomadura pelletieri,65202006,Bacteria,Actinomadura,pelletieri
6300,Actinomyces,115954007,Bacteria,Actinomyces,
6300,Actinomyces,40560008,Bacteria,Actinomyces,
ABE,Actinomyces,115954007,Bacteria,Actinomyces,
ABE,Actinomyces,40560008,Bacteria,Actinomyces,
ABESPP,Actinomyces,115954007,Bacteria,Actinomyces,
ABESPP,Actinomyces,40560008,Bacteria,Actinomyces,
ACT,Actinomyces,115954007,Bacteria,Actinomyces,
ACT,Actinomyces,40560008,Bacteria,Actinomyces,
ACTGEO,Actinomyces,115954007,Bacteria,Actinomyces,
ACTGEO,Actinomyces,40560008,Bacteria,Actinomyces,
ACTGER,Actinomyces,115954007,Bacteria,Actinomyces,
ACTGER,Actinomyces,40560008,Bacteria,Actinomyces,
ACTSPP,Actinomyces,115954007,Bacteria,Actinomyces,
ACTSPP,Actinomyces,40560008,Bacteria,Actinomyces,
AMY.SP,Actinomyces,115954007,Bacteria,Actinomyces,
AMY.SP,Actinomyces,40560008,Bacteria,Actinomyces,
APK,Actinomyces,115954007,Bacteria,Actinomyces,
APK,Actinomyces,40560008,Bacteria,Actinomyces,
APKSPP,Actinomyces,115954007,Bacteria,Actinomyces,
APKSPP,Actinomyces,40560008,Bacteria,Actinomyces,
A.BOV,Actinomyces bovis,59806008,Bacteria,Actinomyces,bovis
ABO,Actinomyces bovis,59806008,Bacteria,Actinomyces,bovis
ACTDEN,Actinomyces dentalis,426330001,Bacteria,Actinomyces,dentalis
AGG,Actinomyces georgiae,113415003,Bacteria,Actinomyces,georgiae
AGE,Actinomyces gerencseriae,113416002,Bacteria,Actinomyces,gerencseriae
ACTGRA,Actinomyces graevenitzii,113417006,Bacteria,Actinomyces,graevenitzii
6301,Actinomyces israelii,46369004,Bacteria,Actinomyces,israelii
6301,Actinomyces israelii,787887006,Bacteria,Actinomyces,israelii
A.ISR,Actinomyces israelii,46369004,Bacteria,Actinomyces,israelii
A.ISR,Actinomyces israelii,787887006,Bacteria,Actinomyces,israelii
ACTISR,Actinomyces israelii,46369004,Bacteria,Actinomyces,israelii
ACTISR,Actinomyces israelii,787887006,Bacteria,Actinomyces,israelii
AIS,Actinomyces israelii,46369004,Bacteria,Actinomyces,israelii
AIS,Actinomyces israelii,787887006,Bacteria,Actinomyces,israelii
AME,Actinomyces meyeri,3174002,Bacteria,Actinomyces,meyeri
ANU,Actinomyces neuii,877802991000087168,Bacteria,Actinomyces,neuii
A.NAE,Actinomyces naeslundii,8940004,Bacteria,Actinomyces,naeslundii
ACTNAE,Actinomyces naeslundii,8940004,Bacteria,Actinomyces,naeslundii
ANE,Actinomyces naeslundii,8940004,Bacteria,Actinomyces,naeslundii
AOD,Actinomyces odontolyticus,12069003,Bacteria,Actinomyces,odontolyticus
ACTORI,Actinomyces oris,447175005,Bacteria,Actinomyces,oris
ATC,Actinomyces turicensis,113422006,Bacteria,Actinomyces,turicensis
ACTURO,Actinomyces urogenitalis,409827009,Bacteria,Actinomyces,urogenitalis
A.VIS,Actinomyces viscosus,33529006,Bacteria,Actinomyces,viscosus
ACTVIS,Actinomyces viscosus,33529006,Bacteria,Actinomyces,viscosus
AVS,Actinomyces viscosus,33529006,Bacteria,Actinomyces,viscosus
AAS,Anaplasma,3351007,Bacteria,Anaplasma,
AMC,Anaplasma centrale,20128003,Bacteria,Anaplasma,centrale
AMA,Anaplasma marginale,19038003,Bacteria,Anaplasma,marginale
APO,Anaplasma ovis,46208006,Bacteria,Anaplasma,ovis
AAP,Anaplasma phagocytophilum,420364006,Bacteria,Anaplasma,phagocytophilum
APM,Anaplasma phagocytophilum,420364006,Bacteria,Anaplasma,phagocytophilum
9808,Anaerobiospirillum,55757006,Bacteria,Anaerobiospirillum,
ANBSPP,Anaerobiospirillum,55757006,Bacteria,Anaerobiospirillum,
ANP,Anaerobiospirillum,55757006,Bacteria,Anaerobiospirillum,
ANPSPP,Anaerobiospirillum,55757006,Bacteria,Anaerobiospirillum,
ANC.SP,Anaerococcus,413518000,Bacteria,Anaerococcus,
ANESPP,Anaerococcus,413518000,Bacteria,Anaerococcus,
NRC,Anaerococcus hydrogenalis,413519008,Bacteria,Anaerococcus,hydrogenalis
PESHYD,Anaerococcus hydrogenalis,413519008,Bacteria,Anaerococcus,hydrogenalis
PHY,Anaerococcus hydrogenalis,413519008,Bacteria,Anaerococcus,hydrogenalis
PLT,Anaerococcus lactolyticus,413520002,Bacteria,Anaerococcus,lactolyticus
ANROCT,Anaerococcus octavius,413521003,Bacteria,Anaerococcus,octavius
PESOCT,Anaerococcus octavius,413521003,Bacteria,Anaerococcus,octavius
5002,Anaerococcus prevotii,413522005,Bacteria,Anaerococcus,prevotii
P.PRE,Anaerococcus prevotii,413522005,Bacteria,Anaerococcus,prevotii
PESPRE,Anaerococcus prevotii,413522005,Bacteria,Anaerococcus,prevotii
PPP,Anaerococcus prevotii,413522005,Bacteria,Anaerococcus,prevotii
ANETET,Anaerococcus tetradius,427220003,Bacteria,Anaerococcus,tetradius
PESTET,Anaerococcus tetradius,427220003,Bacteria,Anaerococcus,tetradius
PTE,Anaerococcus tetradius,427220003,Bacteria,Anaerococcus,tetradius
ANEVAG,Anaerococcus vaginalis,413525007,Bacteria,Anaerococcus,vaginalis
ANRVAG,Anaerococcus vaginalis,413525007,Bacteria,Anaerococcus,vaginalis
PVA,Anaerococcus vaginalis,413525007,Bacteria,Anaerococcus,vaginalis
9809,Anaerorhabdus,54522000,Bacteria,Anaerorhabdus,
ANRSPP,Anaerorhabdus,54522000,Bacteria,Anaerorhabdus,
ARH,Anaerorhabdus,54522000,Bacteria,Anaerorhabdus,
ARHSPP,Anaerorhabdus,54522000,Bacteria,Anaerorhabdus,
ANV,Anaerovibrio,55685001,Bacteria,Anaerovibrio,
ANVSPP,Anaerovibrio,55685001,Bacteria,Anaerovibrio,
AQU,Aquaspirillum,428051003,Bacteria,Aquaspirillum,
AQUSPP,Aquaspirillum,428051003,Bacteria,Aquaspirillum,
PSPSPP,Arachnia,10549005,Bacteria,Arachnia,
ARB.SP,Arcobacter,114206000,Bacteria,Arcobacter,
ARBSPP,Arcobacter,114206000,Bacteria,Arcobacter,
ARC,Arcobacter,114206000,Bacteria,Arcobacter,
ABU,Arcobacter butzleri,114207009,Bacteria,Arcobacter,butzleri
ARBBUT,Arcobacter butzleri,114207009,Bacteria,Arcobacter,butzleri
ARCBUT,Arcobacter butzleri,114207009,Bacteria,Arcobacter,butzleri
A.CRY,Arcobacter cryaerophilus,114208004,Bacteria,Arcobacter,cryaerophilus
ACY,Arcobacter cryaerophilus,114208004,Bacteria,Arcobacter,cryaerophilus
ARBCRY,Arcobacter cryaerophilus,114208004,Bacteria,Arcobacter,cryaerophilus
A.NIT,Arcobacter nitrofigilis,408629003,Bacteria,Arcobacter,nitrofigilis
ANT,Arcobacter nitrofigilis,408629003,Bacteria,Arcobacter,nitrofigilis
ARBNIT,Arcobacter nitrofigilis,408629003,Bacteria,Arcobacter,nitrofigilis
ASK,Arcobacter skirrowii,114210002,Bacteria,Arcobacter,skirrowii
ARAPRO,Archangium,427763001,Bacteria,Archangium,
ARB,Arcanobacterium,51714009,Bacteria,Arcanobacterium,
ARC.SP,Arcanobacterium,51714009,Bacteria,Arcanobacterium,
ARCSPP,Arcanobacterium,51714009,Bacteria,Arcanobacterium,
9810,Arcanobacterium haemolyticum,44723000,Bacteria,Arcanobacterium,haemolyticum
AHE,Arcanobacterium haemolyticum,44723000,Bacteria,Arcanobacterium,haemolyticum
ARCHAE,Arcanobacterium haemolyticum,44723000,Bacteria,Arcanobacterium,haemolyticum
R.FAU,Azospirillum brasilense,413609008,Bacteria,Azospirillum,brasilense
RFA,Azospirillum brasilense,413609008,Bacteria,Azospirillum,brasilense
9811,Arthrobacter,56214009,Bacteria,Arthrobacter,
ART,Arthrobacter,56214009,Bacteria,Arthrobacter,
ARTSPP,Arthrobacter,56214009,Bacteria,Arthrobacter,
ATB,Arthrobacter,56214009,Bacteria,Arthrobacter,
ATBSPP,Arthrobacter,56214009,Bacteria,Arthrobacter,
CIG,Asaccharospora irregularis,40423006,Bacteria,Asaccharospora,irregularis
ACTISP,Actinotignum,716525005,Bacteria,Actinotignum,
ACUAPP,Actinotignum,716525005,Bacteria,Actinotignum,
ACUSPP,Actinotignum,716525005,Bacteria,Actinotignum,
ACTSCH,Actinotignum schaalii,716526006,Bacteria,Actinotignum,schaalii
ACUSCH,Actinotignum schaalii,716526006,Bacteria,Actinotignum,schaalii
ACUURI,Actinotignum urinale,427148009,Bacteria,Actinotignum,urinale
9812,Atopobium,115136007,Bacteria,Atopobium,
ATO,Atopobium,115136007,Bacteria,Atopobium,
ATOSPP,Atopobium,115136007,Bacteria,Atopobium,
LACMIN,Atopobium minutum,113630002,Bacteria,Atopobium,minutum
LMI,Atopobium minutum,113630002,Bacteria,Atopobium,minutum
APV,Atopobium parvulum,113631003,Bacteria,Atopobium,parvulum
ARM,Atopobium rimae,113632005,Bacteria,Atopobium,rimae
AVA,Avibacterium,428961008,Bacteria,Avibacterium,
AVASPP,Avibacterium,428961008,Bacteria,Avibacterium,
PA.AVI,Avibacterium avium,429411001,Bacteria,Avibacterium,avium
PASAVI,Avibacterium avium,429411001,Bacteria,Avibacterium,avium
PAV,Avibacterium avium,429411001,Bacteria,Avibacterium,avium
P.GAL,Avibacterium gallinarum,429076006,Bacteria,Avibacterium,gallinarum
PASGAL,Avibacterium gallinarum,429076006,Bacteria,Avibacterium,gallinarum
PGL,Avibacterium gallinarum,429076006,Bacteria,Avibacterium,gallinarum
APG,Avibacterium paragallinarum,428587000,Bacteria,Avibacterium,paragallinarum
H.PARG,Avibacterium paragallinarum,428587000,Bacteria,Avibacterium,paragallinarum
HAEPAR,Avibacterium paragallinarum,428587000,Bacteria,Avibacterium,paragallinarum
HPG,Avibacterium paragallinarum,428587000,Bacteria,Avibacterium,paragallinarum
P.VOL,Avibacterium volantium,429469007,Bacteria,Avibacterium,volantium
PVO,Avibacterium volantium,429469007,Bacteria,Avibacterium,volantium
B.TREH,Bibersteinia trehalosi,434147000,Bacteria,Bibersteinia,trehalosi
P.TRE,Bibersteinia trehalosi,434147000,Bacteria,Bibersteinia,trehalosi
PASTRE,Bibersteinia trehalosi,434147000,Bacteria,Bibersteinia,trehalosi
PTR,Bibersteinia trehalosi,434147000,Bacteria,Bibersteinia,trehalosi
6100,Bacillus,44762009,Bacteria,Bacillus,
BAC.SP,Bacillus,44762009,Bacteria,Bacillus,
BAI,Bacillus,44762009,Bacteria,Bacillus,
BAISPP,Bacillus,44762009,Bacteria,Bacillus,
BBESPP,Bacillus,44762009,Bacteria,Bacillus,
BCL,Bacillus,44762009,Bacteria,Bacillus,
BCLAES,Bacillus,44762009,Bacteria,Bacillus,
BCLAMY,Bacillus,44762009,Bacteria,Bacillus,
BCLCGR,Bacillus,44762009,Bacteria,Bacillus,
BCLCOA,Bacillus,44762009,Bacteria,Bacillus,
BCLMYC,Bacillus,44762009,Bacteria,Bacillus,
BCLSPH,Bacillus,44762009,Bacteria,Bacillus,
BCLSPP,Bacillus,44762009,Bacteria,Bacillus,
BCLTHU,Bacillus,44762009,Bacteria,Bacillus,
BCS,Bacillus,44762009,Bacteria,Bacillus,
BCSSPP,Bacillus,44762009,Bacteria,Bacillus,
BLTSPP,Bacillus,44762009,Bacteria,Bacillus,
BPNSPP,Bacillus,44762009,Bacteria,Bacillus,
BAIAMY,Bacillus amyloliquefaciens,82289003,Bacteria,Bacillus,amyloliquefaciens
6103,Bacillus anthracis,418909007,Bacteria,Bacillus,anthracis
6103,Bacillus anthracis,21927003,Bacteria,Bacillus,anthracis
6103,Bacillus anthracis,413352001,Bacteria,Bacillus,anthracis
B.ANT,Bacillus anthracis,418909007,Bacteria,Bacillus,anthracis
B.ANT,Bacillus anthracis,21927003,Bacteria,Bacillus,anthracis
B.ANT,Bacillus anthracis,413352001,Bacteria,Bacillus,anthracis
BACANT,Bacillus anthracis,418909007,Bacteria,Bacillus,anthracis
BACANT,Bacillus anthracis,21927003,Bacteria,Bacillus,anthracis
BACANT,Bacillus anthracis,413352001,Bacteria,Bacillus,anthracis
BAIANT,Bacillus anthracis,418909007,Bacteria,Bacillus,anthracis
BAIANT,Bacillus anthracis,21927003,Bacteria,Bacillus,anthracis
BAIANT,Bacillus anthracis,413352001,Bacteria,Bacillus,anthracis
BAN,Bacillus anthracis,418909007,Bacteria,Bacillus,anthracis
BAN,Bacillus anthracis,21927003,Bacteria,Bacillus,anthracis
BAN,Bacillus anthracis,413352001,Bacteria,Bacillus,anthracis
BCLANT,Bacillus anthracis,418909007,Bacteria,Bacillus,anthracis
BCLANT,Bacillus anthracis,21927003,Bacteria,Bacillus,anthracis
BCLANT,Bacillus anthracis,413352001,Bacteria,Bacillus,anthracis
B.BAD,Bacillus badius,33457001,Bacteria,Bacillus,badius
6101,Bacillus cereus,84408007,Bacteria,Bacillus,cereus
6101,Bacillus cereus,442111000124107,Bacteria,Bacillus,cereus
6101,Bacillus cereus,785860006,Bacteria,Bacillus,cereus
6101,Bacillus cereus,716345001,Bacteria,Bacillus,cereus
B.CER,Bacillus cereus,84408007,Bacteria,Bacillus,cereus
B.CER,Bacillus cereus,442111000124107,Bacteria,Bacillus,cereus
B.CER,Bacillus cereus,785860006,Bacteria,Bacillus,cereus
B.CER,Bacillus cereus,716345001,Bacteria,Bacillus,cereus
BACCER,Bacillus cereus,84408007,Bacteria,Bacillus,cereus
BACCER,Bacillus cereus,442111000124107,Bacteria,Bacillus,cereus
BACCER,Bacillus cereus,785860006,Bacteria,Bacillus,cereus
BACCER,Bacillus cereus,716345001,Bacteria,Bacillus,cereus
BACCGR,Bacillus cereus,84408007,Bacteria,Bacillus,cereus
BACCGR,Bacillus cereus,442111000124107,Bacteria,Bacillus,cereus
BACCGR,Bacillus cereus,785860006,Bacteria,Bacillus,cereus
BACCGR,Bacillus cereus,716345001,Bacteria,Bacillus,cereus
BAICEG,Bacillus cereus,84408007,Bacteria,Bacillus,cereus
BAICEG,Bacillus cereus,442111000124107,Bacteria,Bacillus,cereus
BAICEG,Bacillus cereus,785860006,Bacteria,Bacillus,cereus
BAICEG,Bacillus cereus,716345001,Bacteria,Bacillus,cereus
BAICER,Bacillus cereus,84408007,Bacteria,Bacillus,cereus
BAICER,Bacillus cereus,442111000124107,Bacteria,Bacillus,cereus
BAICER,Bacillus cereus,785860006,Bacteria,Bacillus,cereus
BAICER,Bacillus cereus,716345001,Bacteria,Bacillus,cereus
BCE,Bacillus cereus,84408007,Bacteria,Bacillus,cereus
BCE,Bacillus cereus,442111000124107,Bacteria,Bacillus,cereus
BCE,Bacillus cereus,785860006,Bacteria,Bacillus,cereus
BCE,Bacillus cereus,716345001,Bacteria,Bacillus,cereus
BCLCER,Bacillus cereus,84408007,Bacteria,Bacillus,cereus
BCLCER,Bacillus cereus,442111000124107,Bacteria,Bacillus,cereus
BCLCER,Bacillus cereus,785860006,Bacteria,Bacillus,cereus
BCLCER,Bacillus cereus,716345001,Bacteria,Bacillus,cereus
BCG,Bacillus coagulans,81346002,Bacteria,Bacillus,coagulans
BCI,Bacillus circulans,71812004,Bacteria,Bacillus,circulans
BFI,Bacillus firmus,13430008,Bacteria,Bacillus,firmus
BACLIC,Bacillus licheniformis,74867004,Bacteria,Bacillus,licheniformis
BAILIC,Bacillus licheniformis,74867004,Bacteria,Bacillus,licheniformis
BCLLIC,Bacillus licheniformis,74867004,Bacteria,Bacillus,licheniformis
BLI,Bacillus licheniformis,74867004,Bacteria,Bacillus,licheniformis
BLN,Bacillus lentus,3020006,Bacteria,Bacillus,lentus
BMG,Bacillus megaterium,79109002,Bacteria,Bacillus,megaterium
BAIMAC,Bacillus mycoides,33900003,Bacteria,Bacillus,mycoides
BMY,Bacillus mycoides,33900003,Bacteria,Bacillus,mycoides
BAIPUM,Bacillus pumilus,16580009,Bacteria,Bacillus,pumilus
BCLPUM,Bacillus pumilus,16580009,Bacteria,Bacillus,pumilus
BPM,Bacillus pumilus,16580009,Bacteria,Bacillus,pumilus
6102,Bacillus subtilis,83512007,Bacteria,Bacillus,subtilis
B.SUB,Bacillus subtilis,83512007,Bacteria,Bacillus,subtilis
BACSUB,Bacillus subtilis,83512007,Bacteria,Bacillus,subtilis
BAISUB,Bacillus subtilis,83512007,Bacteria,Bacillus,subtilis
BSL,Bacillus subtilis,83512007,Bacteria,Bacillus,subtilis
B.THU,Bacillus thuringiensis,64840009,Bacteria,Bacillus,thuringiensis
BACTHU,Bacillus thuringiensis,64840009,Bacteria,Bacillus,thuringiensis
BTU,Bacillus thuringiensis,64840009,Bacteria,Bacillus,thuringiensis
5500,Bacteroides,57522007,Bacteria,Bacteroides,
BAC,Bacteroides,57522007,Bacteria,Bacteroides,
BACSPP,Bacteroides,57522007,Bacteria,Bacteroides,
BACTSP,Bacteroides,57522007,Bacteria,Bacteroides,
BCT.SP,Bacteroides,57522007,Bacteria,Bacteroides,
BCTACI,Bacteroides,57522007,Bacteria,Bacteroides,
BCTCAP,Bacteroides,57522007,Bacteria,Bacteroides,
BCTDIS,Bacteroides,57522007,Bacteria,Bacteroides,
BCTDOR,Bacteroides,57522007,Bacteria,Bacteroides,
BCTINS,Bacteroides,57522007,Bacteria,Bacteroides,
BCTINT,Bacteroides,57522007,Bacteria,Bacteroides,
BCTMGR,Bacteroides,57522007,Bacteria,Bacteroides,
BCTPYO,Bacteroides,57522007,Bacteria,Bacteroides,
BCTSPL,Bacteroides,57522007,Bacteria,Bacteroides,
BCTSPP,Bacteroides,57522007,Bacteria,Bacteroides,
BCTSTE,Bacteroides,57522007,Bacteria,Bacteroides,
BCTTEC,Bacteroides,57522007,Bacteria,Bacteroides,
5507,Bacteroides caccae,14342006,Bacteria,Bacteroides,caccae
BACCAC,Bacteroides caccae,14342006,Bacteria,Bacteroides,caccae
BCC,Bacteroides caccae,14342006,Bacteria,Bacteroides,caccae
BCTCAC,Bacteroides caccae,14342006,Bacteria,Bacteroides,caccae
BCO,Bacteroides coagulans,86193002,Bacteria,Bacteroides,coagulans
BACCEL,Bacteroides cellulosilyticus,712917002,Bacteria,Bacteroides,cellulosilyticus
B.EGG,Bacteroides eggerthii,90072006,Bacteria,Bacteroides,eggerthii
BACEGG,Bacteroides eggerthii,90072006,Bacteria,Bacteroides,eggerthii
BCTEGG,Bacteroides eggerthii,90072006,Bacteria,Bacteroides,eggerthii
BEG,Bacteroides eggerthii,90072006,Bacteria,Bacteroides,eggerthii
5501,Bacteroides fragilis,55247009,Bacteria,Bacteroides,fragilis
B.FRA,Bacteroides fragilis,55247009,Bacteria,Bacteroides,fragilis
BACFRA,Bacteroides fragilis,55247009,Bacteria,Bacteroides,fragilis
BCTFGR,Bacteroides fragilis,55247009,Bacteria,Bacteroides,fragilis
BCTFRA,Bacteroides fragilis,55247009,Bacteria,Bacteroides,fragilis
BFG,Bacteroides fragilis,55247009,Bacteria,Bacteroides,fragilis
BFR,Bacteroides fragilis,55247009,Bacteria,Bacteroides,fragilis
BTN,Bacteroides nordii,10091000087105,Bacteria,Bacteroides,nordii
5502,Bacteroides ovatus,86936008,Bacteria,Bacteroides,ovatus
B.OVA,Bacteroides ovatus,86936008,Bacteria,Bacteroides,ovatus
BACOVA,Bacteroides ovatus,86936008,Bacteria,Bacteroides,ovatus
BACOVXY,Bacteroides ovatus,86936008,Bacteria,Bacteroides,ovatus
BCTOVA,Bacteroides ovatus,86936008,Bacteria,Bacteroides,ovatus
BOV,Bacteroides ovatus,86936008,Bacteria,Bacteroides,ovatus
BACPYO,Bacteroides pyogenes,50504006,Bacteria,Bacteroides,pyogenes
BTE,Bacteroides pyogenes,50504006,Bacteria,Bacteroides,pyogenes
BACSTE,Bacteroides stercoris,163009,Bacteria,Bacteroides,stercoris
BST,Bacteroides stercoris,163009,Bacteria,Bacteroides,stercoris
5503,Bacteroides thetaiotaomicron,34236001,Bacteria,Bacteroides,thetaiotaomicron
B.THE,Bacteroides thetaiotaomicron,34236001,Bacteria,Bacteroides,thetaiotaomicron
BACTHE,Bacteroides thetaiotaomicron,34236001,Bacteria,Bacteroides,thetaiotaomicron
BCTTHE,Bacteroides thetaiotaomicron,34236001,Bacteria,Bacteroides,thetaiotaomicron
BTH,Bacteroides thetaiotaomicron,34236001,Bacteria,Bacteroides,thetaiotaomicron
5506,Bacteroides uniformis,59604009,Bacteria,Bacteroides,uniformis
B.UNI,Bacteroides uniformis,59604009,Bacteria,Bacteroides,uniformis
BACUNI,Bacteroides uniformis,59604009,Bacteria,Bacteroides,uniformis
BCTUNI,Bacteroides uniformis,59604009,Bacteria,Bacteroides,uniformis
